SKU;Título;Preço;Quantidade;Condição;Marca;Modelo;Código universal de produto;Garantia;Tipo de garantia;Descrição
SKU-056-ORG-MG30095R;Farol Celta Prisma 2006 a 2015 Masc Negra LD Orgus MG30095R;180.0;1;Novo;Orgus / Megavox;MG30095R;93356880;3 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super / Energy) — Motor 1.0 / 1.4 8V Gasolina / Flex (2006 a 2015)
• Chevrolet Prisma (Joy / Maxx) — Motor 1.0 / 1.4 8V Flex (2006 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Máscara Negra esportiva.
• Lado Direito (Passageiro).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Orgus / Megavox
• Código da Peça: MG30095R
• Código Original (OEM): 93356880, 94749138
• Códigos Similares: Arteb 160662, Depo 215-1194R-ND-B, Fitam 21092D
• Tipo Foco: Foco Simples com Máscara Negra Esportiva
• Material Lente: Acrílico / Policarbonato
• Encaixe Lampada: H4
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Celta Máscara Negra Foco Simples Lado Direito Orgus MG30095R (Orgus / Megavox MG30095R)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 3 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-057-ART-160392;Farol Celta 2000 a 2006 Mascara Cromada LD Arteb 160392;250.0;1;Novo;Arteb;160392;93356878;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super) — Motor 1.0 8V / 1.4 8V VHC Gasolina / Flex (2000 a 2006)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO DIREITO (PASSAGEIRO): Farol dianteiro exclusivo do lado direito.
• EXCLUSIVO CELTA G1 (2000 A 2006): NÃO serve no Celta G2 Frente Nova (2007 a 2015).
• NÃO SERVE NO PRISMA: O Chevrolet Prisma utiliza o farol do Celta G2 (2007 a 2012), incompatível com este modelo.
• LÂMPADAS: Utiliza lâmpada H4 no farol principal (lâmpadas não inclusas).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160392
• Código Original (OEM): 93356878, 93282246
• Códigos Similares: Orgus FA-135D, Fitam 21080D, Depo 215-1175R
• Configuração De Foco: Foco Simples Parabólico (Lâmpada H4 Farol Baixo e Alto)
• Acabamento Da Máscara: Máscara Cromada de Alta Refletividade
• Material Da Lente: Policarbonato Óptico com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado Termorresistente
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Principal) / W5W (Lanterna/Pingo) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Linha de Montagem GM)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Celta Máscara Cromada Lado Direito Arteb 160392 (Arteb 160392)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-058-ART-160662;Farol Celta 2007 a 2015 Prisma Masc Negra LD Arteb 160662;380.0;1;Novo;Arteb;160662;94749138;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super / LT / Advantage) — Motor 1.0 8V / 1.4 8V VHCE Flex (2007 a 2015)
• Chevrolet Prisma (Joy / Maxx / LT) — Motor 1.0 8V / 1.4 8V Econoflex Flex (2007 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO DIREITO (PASSAGEIRO): Farol dianteiro exclusivo do lado direito.
• EXCLUSIVO CELTA G2 E PRISMA G1 (2007 A 2015): Aplica-se ao Celta G2 (2007 a 2015) e Prisma G1 (2007 a 2012).
• NÃO SERVE NO CELTA G1 (2000 A 2006): Carcaça e encaixes ópticos totalmente diferentes do modelo antigo.
• NÃO SERVE NO PRISMA G2 (ONIX): Não serve no Prisma geração 2 derivado do Onix (2013 em diante).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160662
• Código Original (OEM): 94749138, 93356880
• Códigos Similares: Orgus FA-146D, Fitam 21090D, Depo 215-1191R
• Configuração De Foco: Foco Simples Parabólico (Lâmpada H4 Farol Baixo e Alto)
• Acabamento Da Máscara: Máscara Negra Esportiva Original (Dark / Black)
• Material Da Lente: Policarbonato Óptico com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado Termorresistente
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Principal) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado GM)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Celta e Prisma Máscara Negra Lado Direito Arteb 160662 (Arteb 160662)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-059-ART-160391;Farol Celta 2000 a 2006 Mascara Cromada LE Arteb 160391;250.0;1;Novo;Arteb;160391;93356877;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super) — Motor 1.0 8V / 1.4 8V VHC Gasolina / Flex (2000 a 2006)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO ESQUERDO (MOTORISTA): Farol dianteiro exclusivo do lado esquerdo.
• EXCLUSIVO CELTA G1 (2000 A 2006): NÃO serve no Celta G2 Frente Nova (2007 a 2015).
• NÃO SERVE NO PRISMA: O Prisma utiliza o farol do Celta G2, incompatível com este modelo.
• LÂMPADAS: Utiliza lâmpada H4 no farol principal (lâmpadas não inclusas).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160391
• Código Original (OEM): 93356877, 93282245
• Códigos Similares: Orgus FA-135E, Fitam 21080E, Depo 215-1175L
• Configuração De Foco: Foco Simples Parabólico (Lâmpada H4 Farol Baixo e Alto)
• Acabamento Da Máscara: Máscara Cromada Tradicional
• Material Da Lente: Policarbonato Óptico com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado Termorresistente
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Principal) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Linha de Montagem GM)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Celta Máscara Cromada Lado Esquerdo Arteb 160391 (Arteb 160391)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-060-ART-160756;Farol Classic 2010 a 2016 Mascara Cromada LD Arteb 160756;350.0;1;Novo;Arteb;160756;94705574;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Classic (LS / Life / Spirit / Advantage) — Motor 1.0 8V VHCE Flexpower Flex (2010 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO DIREITO (PASSAGEIRO): Farol dianteiro exclusivo do lado direito.
• EXCLUSIVO CLASSIC FRENTE NOVA (2010 A 2016): Aplica-se apenas ao Classic reestilizado (grade e para-choque novos).
• NÃO SERVE NO CORSA / CLASSIC ANTIGO (1994 A 2009): O modelo antigo usa farol com lente de vidro e formato trapezoidal diferente.
• CÚPULA DEFLETORA INTERNA: Possui cúpula defletora metálica antiofuscamento original de fábrica.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160756
• Código Original (OEM): 94705574, 93382104
• Códigos Similares: Orgus FA-178D, Fitam 21096D, Depo 215-11A8R
• Configuração De Foco: Foco Simples Parabólico com Cúpula Defletora Antiofuscamento
• Acabamento Da Máscara: Máscara Cromada com Cúpula Interna Metálica
• Material Da Lente: Policarbonato Óptico Liso com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado Termorresistente
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Montadora GM)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Classic Máscara Cromada com Cúpula Lado Direito Arteb 160756 (Arteb 160756)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-061-ART-160755;Farol Classic 2010 a 2016 Mascara Cromada LE Arteb 160755;350.0;1;Novo;Arteb;160755;94705573;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Classic (LS / Life / Spirit / Advantage) — Motor 1.0 8V VHCE Flexpower Flex (2010 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO ESQUERDO (MOTORISTA): Farol dianteiro exclusivo do lado esquerdo.
• EXCLUSIVO CLASSIC FRENTE NOVA (2010 A 2016): Aplica-se apenas ao Classic reestilizado.
• NÃO SERVE NO CORSA / CLASSIC ANTIGO (1994 A 2009): Lente e carcaça incompatíveis com a frente antiga.
• CÚPULA DEFLETORA INTERNA: Possui cúpula defletora metálica antiofuscamento original de fábrica.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160755
• Código Original (OEM): 94705573, 93382103
• Códigos Similares: Orgus FA-178E, Fitam 21096E, Depo 215-11A8L
• Configuração De Foco: Foco Simples Parabólico com Cúpula Defletora Antiofuscamento
• Acabamento Da Máscara: Máscara Cromada com Cúpula Interna Metálica
• Material Da Lente: Policarbonato Óptico Liso com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado Termorresistente
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Montadora GM)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Classic Máscara Cromada com Cúpula Lado Esquerdo Arteb 160755 (Arteb 160755)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-062-ART-160180;Farol Corsa 94 a 02 Classic 03 a 09 Vidro LD Arteb 160180;230.0;1;Novo;Arteb;160180;93244840;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Classic (Life / Spirit / Super) — Motor 1.0 / 1.6 8V VHC / Flexpower Gasolina / Flex (2003 a 2009)
• Chevrolet Corsa (Hatch / Sedan / Wagon / Pick-up) (Wind / GL / GLS / Super / Champ) — Motor 1.0 / 1.4 / 1.6 8V e 16V Gasolina (1994 a 2002)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO DIREITO (PASSAGEIRO): Farol dianteiro exclusivo do lado direito.
• LENTE DE VIDRO CRISTAL LEGÍTIMO: Lente em vidro estriado clássico resistente a riscos e pedriscos.
• APLICAÇÃO: Corsa Hatch/Sedan/Wagon/Pick-up (1994 a 2002) e Classic Frente Antiga (2003 a 2009).
• NÃO SERVE NO CLASSIC FRENTE NOVA (2010 A 2016): O Classic reestilizado usa farol de lente plástica.
• NÃO SERVE NO NOVO CORSA / CORSA C (2002 A 2012): Incompatível com o modelo de frente tipo Montana.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160180
• Código Original (OEM): 93244840, 93220456
• Códigos Similares: Orgus FA-130D, Fitam 21060D, Cibié 042840
• Configuração De Foco: Foco Simples Parabólico com Estrias Prismáticas na Lente
• Acabamento Da Máscara: Refletor Metalizado / Cromado de Alta Refletância
• Material Da Lente: Vidro Cristal Estriado de Alta Resistência a Riscos e Abrasão
• Material Da Carcaça: Termoplástico Injetado Reforçado
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna)
• Padrão De Fabricação: Padrão Original Arteb de Montadora GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Corsa e Classic Lente de Vidro Lado Direito Arteb 160180 (Arteb 160180)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-063-ART-160179;Farol Corsa 94 a 02 Classic 03 a 09 Vidro LE Arteb 160179;230.0;1;Novo;Arteb;160179;93244839;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Classic (Life / Spirit / Super) — Motor 1.0 / 1.6 8V VHC / Flexpower Gasolina / Flex (2003 a 2009)
• Chevrolet Corsa (Hatch / Sedan / Wagon / Pick-up) (Wind / GL / GLS / Super / Champ) — Motor 1.0 / 1.4 / 1.6 8V e 16V Gasolina (1994 a 2002)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO ESQUERDO (MOTORISTA): Farol dianteiro exclusivo do lado esquerdo.
• LENTE DE VIDRO CRISTAL LEGÍTIMO: Lente em vidro estriado clássico que não amarela.
• APLICAÇÃO: Corsa Hatch/Sedan/Wagon/Pick-up (1994 a 2002) e Classic Frente Antiga (2003 a 2009).
• NÃO SERVE NO CLASSIC FRENTE NOVA (2010 A 2016): Incompatível com o modelo de farol plástico reestilizado.
• NÃO SERVE NO NOVO CORSA / CORSA C (2002 A 2012): Incompatível com a frente tipo Montana.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160179
• Código Original (OEM): 93244839, 93220455
• Códigos Similares: Orgus FA-130E, Fitam 21060E, Cibié 042839
• Configuração De Foco: Foco Simples Parabólico com Estrias Prismáticas na Lente
• Acabamento Da Máscara: Refletor Metalizado / Cromado de Alta Refletância
• Material Da Lente: Vidro Cristal Estriado de Alta Resistência a Riscos e Abrasão
• Material Da Carcaça: Termoplástico Injetado Reforçado
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna)
• Padrão De Fabricação: Padrão Original Arteb de Montadora GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Corsa e Classic Lente de Vidro Lado Esquerdo Arteb 160179 (Arteb 160179)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-064-ART-160711;Farol Gol G5 Voyage Saveiro Mascara Negra LE Arteb 160711;480.0;2;Novo;Arteb;160711;5U1941007B;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G5 (Power / Rallye / Trend / Seleção / City) — Motor 1.0 8V / 1.6 8V EA111 Total Flex (2008 a 2012)
• Volkswagen Saveiro G5 (Cross / Trooper / Trend / CE / CD) — Motor 1.6 8V EA111 Total Flex (2009 a 2013)
• Volkswagen Voyage G5 (Comfortline / Trend / Highline) — Motor 1.0 8V / 1.6 8V EA111 Total Flex (2008 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO ESQUERDO (MOTORISTA): Farol dianteiro exclusivo do lado esquerdo.
• FOCO DUPLO (H7 + H1): Utiliza lâmpada H7 no baixo e H1 no alto. Não serve em versões com foco simples (H4) sem adaptação no chicote.
• EXCLUSIVO GERAÇÃO 5 (2008 A 2013): Aplica-se ao Gol G5 (2008 a 2012), Voyage G5 (2008 a 2012) e Saveiro G5 (2009 a 2013).
• NÃO SERVE EM GOL G4 NEM EM GOL G6/G7: Incompatível com o Gol G4 (2006 a 2014) e com o Gol G6 (2013 a 2016).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160711
• Código Original (OEM): 5U1941007B, 5U1941043C
• Códigos Similares: Orgus FA-167E, Depo 441-1186L-ND-B, Fitam 21105E
• Configuração De Foco: Foco Duplo Parabólico Independente (H7 Farol Baixo / H1 Farol Alto)
• Acabamento Da Máscara: Máscara Negra Esportiva (Black Edition Original)
• Material Da Lente: Policarbonato Óptico com Verniz Protetor Anti-UV
• Material Da Carcaça: Polipropileno Injetado de Alta Densidade
• Sistema De Regulagem: Manual com suporte para motor elétrico de regulagem
• Encaixe De Lâmpadas: H7 (Farol Baixo) / H1 (Farol Alto) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Linha de Montagem Volkswagen)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol, Voyage e Saveiro G5 Máscara Negra Foco Duplo Lado Esquerdo Arteb 160711 (Arteb 160711)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-065-ART-160820;Farol Gol G6 Voyage Saveiro Mascara Negra LD Arteb 160820;600.0;1;Novo;Arteb;160820;5U1941008H;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G6 (Highline / Rallye / Comfortline / Trendline / Seleção) — Motor 1.0 8V / 1.6 8V EA111 Total Flex (2013 a 2016)
• Volkswagen Saveiro G6 (Cross / Trooper / Trendline / Startline) — Motor 1.6 8V EA111 / 1.6 16V MSI Total Flex (2013 a 2016)
• Volkswagen Voyage G6 (Highline / Comfortline / Evidence / Trendline) — Motor 1.0 8V / 1.6 8V EA111 Total Flex (2013 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO DIREITO (PASSAGEIRO): Farol dianteiro exclusivo do lado direito.
• EXCLUSIVO GERAÇÃO 6 (2013 A 2016): Aplica-se ao Gol G6, Voyage G6 e Saveiro G6 de 2013 a 2016.
• NÃO SERVE EM GOL G5 (2008 A 2012): Grade, para-choque e formato do farol são diferentes.
• NÃO SERVE EM GOL G7 / G8 (2016 EM DIANTE): Grade e encaixes reestilizados na geração 7.
• FOCO DUPLO: Utiliza lâmpadas H7 (baixo) e H1 (alto).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160820
• Código Original (OEM): 5U1941008H, 5U1941044H
• Códigos Similares: Orgus FA-183D, Fitam 21110D, Depo 441-11A2R
• Configuração De Foco: Foco Duplo Parabólico Independente (H7 Farol Baixo / H1 Farol Alto)
• Acabamento Da Máscara: Máscara Negra Esportiva Original (Black)
• Material Da Lente: Policarbonato Óptico com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado de Alta Densidade
• Sistema De Regulagem: Manual com suporte para atuador elétrico
• Encaixe De Lâmpadas: H7 (Baixo) / H1 (Alto) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Montadora Volkswagen)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol, Voyage e Saveiro G6 Máscara Negra Foco Duplo Lado Direito Arteb 160820 (Arteb 160820)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
